CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
17.324.357/0001-28;2020-12-01;1;2021-03-30;FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS;2013-04-08;INVESTIDORES EM GERAL;BRBPFFCTF002;4488687;N;N;Híbrido;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;17.324.357/000;PR BOTAFOGO;228;Sala 913 PARTE;Centro;Rio de Janeiro;RJ;22.250-040;(11) 3206-8340;(11) 3206-8888;;WWW.GERAFUTURO.COM.BR;middleadm@bancogenial.com
17.329.029/0001-14;2020-01-01;2;2020-01-30;RIO BRAVO IFIX FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO;2013-05-06;INVESTIDORES EM GERAL;BRFIXXCTF004;365972;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/12;S;N;N;S;N;BRL TRUST DTVM S.A.;17329029000114;RUA IGUATEMI;151;19  ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451011;11 3133-0350;11 4871-2221;11 3133-0351;WWW.BRLTRUST.COM.BR;infolegal@brltrust.com.br
17.329.029/0001-14;2020-12-01;1;2021-03-23;RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO;2013-05-06;INVESTIDORES EM GERAL;BRRBFFCTF008;2737514;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;17329029000114;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
17.365.105/0001-47;2020-12-01;1;2021-03-31;FUNDO DE INVESTIMENTO IMOBILIARIO - FII TB OFFICE;2015-06-01;INVESTIDORES EM GERAL;BRTBOFCTF006;10050000;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;Dezembro;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;17365105000147;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
17.374.696/0001-19;2020-12-01;3;2021-04-29;REAG MULTI ATIVOS IMOBILIÁRIOS - FII;2013-08-31;INVESTIDOR QUALIFICADO;BRRMAICTF000;244380;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;17.374.696/000;Av Faria Lima;2277;17º andar;Vila Olimpia;São Paulo;SP;01452000;3514-1300;;;www.reag.com.br;dtvm@reag.com.br
17.554.274/0001-25;2020-12-01;1;2021-03-31;VINCI SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIÁRIO-FII;2013-08-07;INVESTIDORES EM GERAL;BRVISCCTF005;14270995;N;N;Renda;Shoppings;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;17554274000125;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
17.568.605/0001-86;2020-12-01;1;2021-03-31;MAIS SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO;2013-01-23;INVESTIDOR QUALIFICADO;BRSHPGCTF000;263405927;N;N;Renda;Shoppings;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;17568605000186;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
17.590.518/0001-25;2020-12-01;1;2021-03-29;GENERAL SHOPPING ATIVO E RENDA FUNDO DE INVEST IMOB;2013-06-20;INVESTIDORES EM GERAL;BRFIGSCTF009;2850000;N;N;Renda;Shoppings;Passiva;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;17590518000125;AVENIDA HORÁCIO LAFER;160;9º ANDAR (PARTE);ITAIM BIBI;SÃO PAULO;SP;04538-080;(11) 3124-4100;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
17.655.102/0001-48;2020-12-01;1;2021-03-19;PESCARA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-10-22;INVESTIDOR QUALIFICADO;;29.81889;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;17655102000148;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
17.655.115/0001-17;2020-12-01;1;2021-03-19;SAFIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2015-05-21;INVESTIDOR QUALIFICADO;;132838.421166;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;17655115000117;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
17.655.122/0001-19;2020-12-01;1;2021-03-31;VANQUISH FUNDO DE INVESTIMENTO IMOBILIÁRO - FII;2013-02-14;INVESTIDOR QUALIFICADO;;16.80259128;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;PLANNER TRUSTEE DTVM LTDA;17655122000119;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
17.786.606/0001-05;2020-12-01;1;2021-03-31;NF CAPITAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-04-17;INVESTIDOR PROFISSIONAL;;18848.02189804;S;N;;;;Indeterminado;;31/12;N;N;S;N;N;FINAXIS CORRETORA;17786606000105;Avenida Paulista;1842;Torre Norte 1º andar cj. 17;Cerqueira Cesar;São Paulo;SP;01310-923;(11) 3526 9001;;;http://finaxis.com.br/;atendimento@finaxis.com.br
17.854.016/0001-64;2020-12-01;1;2021-03-30;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIDA NOVA - FII;2014-07-01;INVESTIDORES EM GERAL;BRFIVNCTF009;9412630;N;N;Renda;Shoppings;Passiva;Indeterminado;;31/12;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;17854016000164;Av. das Américas;3434;Bl. 07 Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-100;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
17.870.926/0001-30;2020-12-01;1;2021-05-07;VOTORANTIM SECURITIES MASTER FUNDO DE INVESTIMENTO;2018-07-13;INVESTIDORES EM GERAL;BRVOTSCTF007;827913;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;1899-12-31;31/12;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;17870926000130;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5096;;;www.vam.com.br;RI-VAM@bv.com.br
18.085.673/0001-57;2020-12-01;1;2021-03-31;FII NCH BRASIL RECEBÍVEIS IMOBILIÁRIOS;2013-10-10;INVESTIDORES EM GERAL;BRNCHBCTF000;571079;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;18085673000157;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
18.259.637/0001-62;2020-06-01;1;2020-09-28;ETR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-09-05;INVESTIDOR QUALIFICADO;BR044ZCTF002;185.8;S;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;18259637000162;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;São Paulo;SP;01452-000;(11) 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
18.265.829/0001-81;2020-12-01;1;2021-03-22;YAGO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-04-28;INVESTIDOR QUALIFICADO;;1030.741776;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;18265829000181;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
18.289.950/0001-43;2020-12-01;1;2021-03-26;BIRD FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-05-27;INVESTIDOR PROFISSIONAL;BRBRDFCTF003;62623089.9565258;N;N;Renda;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;SOLIDUS S/A CCVM;18289950000143;AVENIDA CARLOS GOMES;1672;208;TRES FIGUEIRAS;PORTO ALEGRE;RS;90480-002;33279888;;;WWW.SOLIDUS.COM.BR;FUNDOS@SIMPAUL.COM.BR
18.307.582/0001-19;2020-12-01;1;2021-03-29;HEDGE TOP FOFII 3 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-07-08;INVESTIDORES EM GERAL;BRHFOFCTF002;21547000;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;18307582000119;AVENIDA HORÁCIO LAFER;160;9º ANDAR (PARTE);ITAIM BIBI;SÃO PAULO;SP;04538-080;(11) 3124-4100;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
18.308.516/0001-63;2020-12-01;1;2021-03-30;XP HOTÉIS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-04-15;INVESTIDOR QUALIFICADO;BRVREHCTF005;3804642;N;N;Renda;Hotel;Ativa;Indeterminado;;31/12;S;S;N;S;N;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;18308516000163;PR BOTAFOGO;228;SALA 913 PARTE;Centro;Rio de Janeiro;RJ;22.250-040;(11) 3206-8340;(11) 3206-8888;;www.gerafuturo.com.br;middleadm@bancogenial.com
18.311.024/0001-27;2020-12-01;1;2021-03-30;SPA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-08-12;INVESTIDOR QUALIFICADO;BRSPAFCTF007;11270;N;N;Desenvolvimento para Venda;Shoppings;Passiva;Indeterminado;;31/12;S;N;N;S;N;PLURAL S.A. BANCO MULTIPLO;18311024000127;PR BOTAFOGO;228;SALA 913 PARTE;BOTAFOGO;Rio de Janeiro;RJ;22250-040;(11) 3206-8340;(11) 3206-8888;;www.bancoplural.com;middleadm@bancogenial.com
18.330.535/0001-96;2020-12-01;1;2021-03-30;RB CAPITAL PETROS FII;2013-09-23;INVESTIDOR QUALIFICADO;BRRBCACTF006;474468.0348389;S;N;Renda;Híbrido;Ativa;Indeterminado;;Dezembro;N;S;N;N;S;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vl Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br
18.369.510/0001-04;2020-06-01;1;2020-09-28;FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII;2013-10-04;INVESTIDOR QUALIFICADO;BRFINFCTF002;820112.7613235;N;N;Desenvolvimento para Renda;Logística;Ativa;Indeterminado;;30/06;S;S;N;S;S;PLANNER TRUSTEE DTVM LTDA;18369510000104;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
18.497.672/0001-10;2020-12-01;1;2021-03-31;FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE II - FII;2014-05-08;INVESTIDOR QUALIFICADO;BRESTQCTF008;44765214.9813049;S;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;18497672000110;Av. das Américas;3434;Bl. 07 Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
18.730.914/0001-73;2020-06-01;1;2020-09-28;FII EXCLUSIVO INFRA PATRIMONIAL II;2013-09-06;INVESTIDOR PROFISSIONAL;0;55.0929255;N;N;Híbrido;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;PLANNER TRUSTEE DTVM LTDA;18730914000173;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
18.874.954/0001-99;2020-12-01;1;2021-03-19;TARANTO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-06-04;INVESTIDOR QUALIFICADO;;0.58494;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;18874954000199;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
18.874.965/0001-79;2020-12-01;1;2021-03-30;CIDADE FUNDO DE INVESTIMENTO IMOBILIA´RIO FII;2014-12-18;INVESTIDOR QUALIFICADO;BR*********;166750;N;N;Renda;Shoppings;Passiva;Indeterminado;;31/12;N;S;N;N;S;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;18874965000179;Avenida Barbacena;1219;21º andar;Santo Agostinho;Belo Horizonte;MG;30190131;(31) 3514-5332;(31) 3614-5321;;httsp://www.bancointer.com.br/inter-dtvm/;admfundos@interdtvm.com.br
18.929.353/0001-36;2020-12-01;1;2021-03-18;BRL EDIFÍCIOS COMERCIAIS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-12-19;INVESTIDOR QUALIFICADO;;43292.486857;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;18929353000136;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
18.950.957/0001-64;2020-12-01;1;2021-05-11;CHALLENGER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-07-14;INVESTIDOR QUALIFICADO;BRCHLLCTF003;156343;S;S;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;18950957000164;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@votorantimwm.com.br
18.979.895/0001-13;2020-06-01;2;2020-10-04;CAPITÂNIA SECURITIES II FII;2014-08-07;INVESTIDORES EM GERAL;BRCPTSCTF004;7754129;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;18979895000113;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
19.026.454/0001-60;2020-12-01;1;2021-03-19;BRL LAJES CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-12-30;INVESTIDOR PROFISSIONAL;;102475.025757;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;19026454000160;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
19.131.224/0001-60;2020-12-01;1;2021-03-31;SAPUCAÍ RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-12-23;INVESTIDOR QUALIFICADO;;1068.13163403;S;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;19131224000160;Av. das Américas;3434;Bl. 07 Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.213.231/0001-01;2020-12-01;1;2021-03-31;AB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-09-22;INVESTIDOR PROFISSIONAL;0;130250.403366;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;19213231000101;Av Faria Lima;2277;17º andar;Vila Olimpia;São Paulo;SP;01452000;11 3514-1300;;;www.reag.com.br;dtvm@reag.com.br
19.239.245/0001-02;2020-12-01;1;2021-03-30;FUNDO DE INVESTIMENTO IMOBILIARIO FL 3500 - FII;2014-09-04;INVESTIDOR PROFISSIONAL;BRFFLICTF006;436312;N;N;Desenvolvimento para Venda;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;N;S;N;N;PLURAL S.A. BANCO MULTIPLO;19239245000102;PR BOTAFOGO;228;SALA 913 PARTE;BOTAFOGO;Rio de Janeiro;RJ;22250-040;(11) 3206-8340;(11) 3206-8888;;www.bancoplural.com;middleadm@bancogenial.com
19.249.956/0001-50;2020-06-01;1;2020-09-28;LA DEFÉNSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-10-11;INVESTIDORES EM GERAL;BRICTUCTF005;14350;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;30/06;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;19249956000150;Av. das Américas;3434;Bl. 07, Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.249.989/0001-08;2020-06-01;1;2020-09-28;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III - FII;2019-04-30;INVESTIDOR QUALIFICADO;BRRSPDCTF006;77162;S;N;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2025-04-30;30/06;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;19249989000108;Avenida das Américas;3434;Bl. 07 Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.267.845/0001-76;2020-12-01;1;2021-03-19;VGS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-03-10;INVESTIDOR QUALIFICADO;;27890.37529;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;BRL TRUST DTVM S.A.;19267845000176;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
19.419.994/0001-03;2020-12-01;1;2021-03-30;2509 FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2013-12-27;INVESTIDOR QUALIFICADO;;1506194;S;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;19419994000103;AVENIDA DAS AMÉRICAS;3434;BLOCO 7, SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640-102;(21) 3514-0000;;;www.oliveitraust.com.br;ger2.fundos@oliveiratrust.com.br
19.442.626/0001-86;2020-12-01;1;2021-03-30;CTBH FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-02-27;INVESTIDOR QUALIFICADO;BRCTBHCTF007;187470;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;19442626000186;Avenida das Américas;3434;Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.628.741/0001-40;2020-12-01;1;2021-03-31;FUNDO DE INVESTIMENTO IMOBILIÁRIO MORUMBI TOWN I;2016-10-03;INVESTIDOR QUALIFICADO;BRTWNICTF008;571079;S;N;Renda;Shoppings;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;19628741000140;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
19.722.048/0001-31;2020-12-01;1;2021-03-31;LOFT I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-10-28;INVESTIDOR QUALIFICADO;;3121929.9177;N;N;Renda;Híbrido;Passiva;Indeterminado;;31/12;N;S;N;N;S;MODAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;19722048000131;PRAIA DE BOTAFOGO;501;6 ANDAR - TORRE PAO DE AÇUCAR;BOTAFOGO;RIO DE JANEIRO;RJ;2250040;2132237700;2132237746;;HTTPS://MODAL.COM.BR;FUNDOS.MODAL@MODAL.COM.BR
19.872.887/0001-36;2020-06-01;1;2020-09-30;FUNDO DE INVESTIMENTO IMOBILIÁRIO MINT EDUCACIONAL;2020-03-20;INVESTIDOR PROFISSIONAL;BRMINTCTF009;370000;N;N;Renda;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;PLURAL S.A. BANCO MULTIPLO;19872887000136;PRAIA DE BOTAFOGO;228;9° ANDAR;BOTAFOGO;RIO DE JANEIRO;RJ;22250-040;1132068000;;;https://www.bancoplural.com/;middleadm@genialinvestimentos.com.br
19.872.996/0001-53;2020-12-01;1;2021-03-30;PLT FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-18;INVESTIDOR PROFISSIONAL;;91195902.32;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;N;S;PLURAL S.A. BANCO MULTIPLO;19872996000153;PR BOTAFOGO;228;SALA 913 PARTE;BOTAFOGO;Rio de Janeiro;RJ;22250-040;(11) 3206-8000;(11) 3206-8888;;www.bancoplural.com;middleadm@bancogenial.com
19.878.616/0001-98;2020-12-01;1;2021-03-30;17007 NAÇÕES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-27;INVESTIDOR PROFISSIONAL;;251869767;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;PLURAL S.A. BANCO MULTIPLO;19878616000198;PR DE BOTAFOGO;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22.250-040;11 3206 8000;;;www.bancoplural.com;middleadm@bancogenial.com
19.959.754/0001-00;2020-12-01;1;2021-03-31;AB CAPITAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-04-17;INVESTIDOR PROFISSIONAL;0;9103.056062;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;19959754000100;Av Faria Lima;2277;17º andar;Vila Olimpia;São Paulo;SP;01452000;3514-1300;;;www.reag.com.br;dtvm@reag.com.br
20.003.001/0001-05;2020-06-01;2;2020-10-04;MIKEONE FUNDO DE INVESTIMENTO IMOBILIARIO;2014-08-28;INVESTIDOR QUALIFICADO;BRMKENCTF007;25288;S;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;20003001000105;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
20.019.120/0001-48;2020-06-01;2;2020-10-04;FUNDO DE INVESTIMENTO IMOBILIARIO 4KIDS;2018-09-12;INVESTIDORES EM GERAL;BR00GECTF009;1124907;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;20019120000148;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
20.040.197/0001-08;2020-12-01;1;2021-03-30;IBC FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-12-23;INVESTIDOR PROFISSIONAL;;78540000;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;PLURAL S.A. BANCO MULTIPLO;20040197000108;PR DE BOTAFOGO;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22.250-040;21 2814 0700;;;www.bancoplural.com;middleadm@bancogenial.com
20.118.470/0001-61;2020-12-01;1;2021-03-31;CASPER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-03-24;INVESTIDOR QUALIFICADO;0;5374.098002;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;20118470000161;Av Faria Lima;2277;17º andar;Vila Olimpia;São Paulo;SP;01452000;35141300;;;www.reag.com.br;silvano.gersztel@reag.com.br
20.118.492/0001-21;2020-12-01;1;2021-07-02;PLATINUM FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-12-12;INVESTIDOR QUALIFICADO;00000;4000000;N;N;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;ÍNDIGO INVESTIMENTOS DTVM LTDA;02011849200121;RUA IGUATEMI,;192;25° Andar;Itaim Bibi;São Paulo;SP;01451-010;11 3113-0060;3113-0069;;www.indigodtvm.com.br;compliance@indigodtvm.com.br
20.118.507/0001-51;2020-12-01;1;2021-03-17;CEDRO PROPERTIES - FUNDO DE INVESTIMENTO - FII;2015-01-08;INVESTIDOR PROFISSIONAL;0;28897.74017988;N;N;Desenvolvimento para Venda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;LIMINE TRUST DTVM;20118507000151;RUA RAMOS BATISTA;152;6 andar;VILA OLÍMPIA;SÃO PAULO;SP;04552-020;(11) 2846-1166;;;WWW.LIMINEDTVM.COM.BR;ADM.FUNDOS@LIMINEDTVM.COM.BR
